10.00000000,-1.27390003,70.00000000,352.25299072,86.75143433,27.21737289,159.79154968,62.74666595,19.20000076,-4.55999994,-107.01402283,-12.06970119,0.01856456,2.88063502,-0.18925574,0.44743729,0.00000000,0.85943276,29.35023689,9.07407379,0.01025986,0.00633766,90.00000000,0.81540000,42.00000000,49.42292023,19.60020256,145.51219177,138.23252869,28.91349411,30.14532852,7.52941179,1.29757786,-146.41978455,-6.62841368,1.80709338,1.67474043,5.26297569,0.48000735,0.03613176,17.28075409,3.53277564,32.68875504
20.00000000,-1.27390003,70.00000000,352.25299072,86.75143433,27.21737289,159.79154968,62.74666595,19.20000076,-4.55999994,-107.01402283,-12.06970119,0.01856456,2.88063502,-0.18925574,0.44743729,0.00000000,0.85943276,29.35023689,9.07407379,0.01025986,0.00633766,80.00000000,0.81540000,42.00000000,49.42292023,19.60020256,145.51219177,138.23252869,28.91349411,30.14532852,7.52941179,1.29757786,-146.41978455,-6.62841368,1.80709338,1.67474043,5.26297569,0.48000735,0.03613176,17.28075409,3.53277564,32.68875504
30.00000000,-1.27390003,70.00000000,352.25299072,86.75143433,27.21737289,159.79154968,62.74666595,19.20000076,-4.55999994,-107.01402283,-12.06970119,0.01856456,2.88063502,-0.18925574,0.44743729,0.00000000,0.85943276,29.35023689,9.07407379,0.01025986,0.00633766,70.00000000,0.81540000,42.00000000,49.42292023,19.60020256,145.51219177,138.23252869,28.91349411,30.14532852,7.52941179,1.29757786,-146.41978455,-6.62841368,1.80709338,1.67474043,5.26297569,0.48000735,0.03613176,17.28075409,3.53277564,32.68875504
40.00000000,-1.27390003,70.00000000,352.25299072,86.75143433,27.21737289,159.79154968,62.74666595,19.20000076,-4.55999994,-107.01402283,-12.06970119,0.01856456,2.88063502,-0.18925574,0.44743729,0.00000000,0.85943276,29.35023689,9.07407379,0.01025986,0.00633766,60.00000000,0.81540000,42.00000000,49.42292023,19.60020256,145.51219177,138.23252869,28.91349411,30.14532852,7.52941179,1.29757786,-146.41978455,-6.62841368,1.80709338,1.67474043,5.26297569,0.48000735,0.03613176,17.28075409,3.53277564,32.68875504
50.00000000,-1.27390003,70.00000000,352.25299072,86.75143433,27.21737289,159.79154968,62.74666595,19.20000076,-4.55999994,-107.01402283,-12.06970119,0.01856456,2.88063502,-0.18925574,0.44743729,0.00000000,0.85943276,29.35023689,9.07407379,0.01025986,0.00633766,50.00000000,0.81540000,42.00000000,49.42292023,19.60020256,145.51219177,138.23252869,28.91349411,30.14532852,7.52941179,1.29757786,-146.41978455,-6.62841368,1.80709338,1.67474043,5.26297569,0.48000735,0.03613176,17.28075409,3.53277564,32.68875504
60.00000000,-1.27390003,70.00000000,352.25299072,86.75143433,27.21737289,159.79154968,62.74666595,19.20000076,-4.55999994,-107.01402283,-12.06970119,0.01856456,2.88063502,-0.18925574,0.44743729,0.00000000,0.85943276,29.35023689,9.07407379,0.01025986,0.00633766,40.00000000,0.81540000,42.00000000,49.42292023,19.60020256,145.51219177,138.23252869,28.91349411,30.14532852,7.52941179,1.29757786,-146.41978455,-6.62841368,1.80709338,1.67474043,5.26297569,0.48000735,0.03613176,17.28075409,3.53277564,32.68875504
70.00000000,-1.27390003,70.00000000,352.25299072,86.75143433,27.21737289,159.79154968,62.74666595,19.20000076,-4.55999994,-107.01402283,-12.06970119,0.01856456,2.88063502,-0.18925574,0.44743729,0.00000000,0.85943276,29.35023689,9.07407379,0.01025986,0.00633766,30.00000000,0.81540000,42.00000000,49.42292023,19.60020256,145.51219177,138.23252869,28.91349411,30.14532852,7.52941179,1.29757786,-146.41978455,-6.62841368,1.80709338,1.67474043,5.26297569,0.48000735,0.03613176,17.28075409,3.53277564,32.68875504
80.00000000,-1.27390003,70.00000000,352.25299072,86.75143433,27.21737289,159.79154968,62.74666595,19.20000076,-4.55999994,-107.01402283,-12.06970119,0.01856456,2.88063502,-0.18925574,0.44743729,0.00000000,0.85943276,29.35023689,9.07407379,0.01025986,0.00633766,20.00000000,0.81540000,42.00000000,49.42292023,19.60020256,145.51219177,138.23252869,28.91349411,30.14532852,7.52941179,1.29757786,-146.41978455,-6.62841368,1.80709338,1.67474043,5.26297569,0.48000735,0.03613176,17.28075409,3.53277564,32.68875504
90.00000000,-1.27390003,70.00000000,352.25299072,86.75143433,27.21737289,159.79154968,62.74666595,19.20000076,-4.55999994,-107.01402283,-12.06970119,0.01856456,2.88063502,-0.18925574,0.44743729,0.00000000,0.85943276,29.35023689,9.07407379,0.01025986,0.00633766,10.00000000,0.81540000,42.00000000,49.42292023,19.60020256,145.51219177,138.23252869,28.91349411,30.14532852,7.52941179,1.29757786,-146.41978455,-6.62841368,1.80709338,1.67474043,5.26297569,0.48000735,0.03613176,17.28075409,3.53277564,32.68875504
10.00000000,-1.27390003,70.00000000,352.25299072,86.75143433,27.21737289,159.79154968,62.74666595,19.20000076,-4.55999994,-107.01402283,-12.06970119,0.01856456,2.88063502,-0.18925574,0.44743729,0.00000000,0.85943276,29.35023689,9.07407379,0.01025986,0.00633766,90.00000000,1.20550001,54.00000000,47.68912506,28.25822258,144.11247253,125.00176239,32.95999908,24.47999954,8.19999981,-1.71000004,-148.24160767,-6.54876184,1.73473680,0.90666670,-0.04888889,-0.20169756,0.07013096,17.86882401,3.14734530,34.32356262
